path,labels
e16fe8eacb,कापुचीनोको व्यापक स्वीकृति
f286769634,दिँदै आएका छन्
7b403e9d3b,यो साह्रै किफायती
5874900c80,गर्नु नै हो
47b2ecf8c3,शिक्षण र प्रशिक्षण क्षेत्रमा
6b61c781a6,काठमा मृगको छाला
34189e3549,थारुवान राज्य समिति
f59578bb45,लेखलाई उतिकै
c4f80e66b6,लप्टन मेजर कर्णेल छन्
7025f0dc05,यस नपामा २०४७
4aa611d473,र अधिकारीहरू फुत्कन सक्ने
41ba14b915,जन्म हुने जातकले
746bc8ea92,पाल्पामा जन्मेका रायमाझी
ff87661f7e,हलिउडदेखि बलिउडसम्म यस्ता
9a529ede93,जस्तै कि बीजगणितको समस्याहरू
910ddfc8b6,चर्चा गरिएको छैन
fd24c8132a,शीतलहर चल्ने गर्छ
67d8e2113d,आरक्षण र कोशी टापु
808c61374d,मत न्यूनतम मिल्छ
7061291238,इलाम ५ वटा
fae2158390,पर्ने अवस्थामा शिक्षित
b14db4a598,प्रमाण प्रतीत हुन्छन्
cce318a205,बस्ती बसेको हो
b556892978,८९ औं बैठकले
e36e74fd02,तेस्रो पत्नीका रूपमा
a3b3316958,ज्योतिष दर्शन पत्रिका
db42abb514,नेपालको सबै भन्दा
b9238aac28,रोगा धुरीदेखि निसी
854ff3727a,भारत नेपाल यसै
f5fd006759,लासलाई जलाउने गरिन्छ
82c5a7b2c0,तत्त्वबाट अलग गर्दछ
0caf1deb50,परम्परा अनुसार किराती
39e1464dd1,झुला गाविस खलङ्गा
1def779bc2,एक पटकमा
d6671e59de,लगाउनाले यो रोग
Voice746,युवा-युवतीहरूका जोस र जाँगरका अगाडि जस्तोसुकै कठिन चुनौतीले पनि शिर निहुराउने पर्छ।
7380fd01cf,मनुष्योंमा जीनको
74c2ad8699,असरबारे देखाइएको छ
363df300fe,जिल्ला जनसरकार घोषणा
48ffb36c49,गम्भीर घाइतेलाई उचित
e51965c34a,चलाउन पाउने हक
a8a6f3966e,जीरा बोके जीरा
bbda88a8f1,विज्ञान विषयमा
fd49087112,लागि एउटा २०
f00680bc37,शासकसँग भेटेका छन्
0fc3af5c9e,किशोर कुमारले ८१
c1ed894a9d,पूर्ण सुधार आन्दोलनको
3c8871e3ea,सम्मान गरे
nep_3614_6197169372,चिनियाँ राजकुल एक करोड एघार लाख उन्नाइस हजार दुई सय चौतीस
a54bbba39a,चिसोस्थानमा पनि तराईको
ebcc95a12d,नेपाल सरकारको शिक्षा
934d2dcb7e,राधिका पराजुलीलाई उसको
aad49b4171,यसबाट कुनै फल
912bccccd7,इन्दिरा जस्ता प्रख्यात
65a31dc559,आँसी खोला कोशी खोला
048346f910,माटो पियारो
1baf967c9b,एउटा आइतबारका दिन
nep_6587_5033195557,फ्रेड्डी म्याकको वार्षिक प्रतिवेदन आए लगतै यसको सेयर बढेको थियो
ea2fe2a7b6,हिमाली जिल्लाहरू
c7883d59c8,एकैचोटि जापान र जर्मनीको
f3c837725d,जस्तो प्रयोगकर्ताहरूले सही
b9f906ce76,प्रति हेरेर मिलाउने
6885351453,सुम्पन भनियो
c852b6bbbd,शास्त्रमा यसलाई
38c680522c,हस्ताक्षर भयो
cd87c6e8fe,पृथ्वीका देवता र
c291f557af,विशेष जोड
1c774a58b0,सबै किसिमका विवरणात्मक
a212ec63d8,आए र महिनाको ४०
ddff1354ab,यसपछि जुलाईदेखि यहाँसम्म
f4cbb5fe40,स्थापित गरिए
d90404c7a6,समस्याको कथन विज्ञान
169b6e5d50,व्यक्तिले भलायोको वृक्षको
ba5c180e60,गर्दा पनि सोल्टी
06bf2dcd48,एक पर्यावरण शिक्षाको
ba96944f43,जो कोही यसको
11d7af6ef8,कम्पनीले खाद्य तथा
fba455c712,बाहिर निकाल्छ
e51d93bf0f,सङ्घर्षका कार्यक्रमहरू पनि
fb6d6c8715,र निरर्थक हुन्छ
4980dd0d65,विविएलएल मार्फत् यस जिल्लामा झोलुङ्गे पुल निर्माण गर्ने कार्य तिब्र रूपमा अगाडि बढेको छ।
f05d138b17,माडी फाँटमा हजार
6c87adf796,थिए सन् १९५१ मा
99226ae141,तहसील तथा जिल्लाहरूमा
c72e25d89b,नदीले भक्तपुर र ललितपुर
82ac799875,नजिकका मैक मुरडो
be9b6769e8,कुराहरू त छँदैछन्
59910a792e,जति भौतिक विज्ञानमा
d9e402eed6,लोकतान्त्रिक संविधान निर्माणको
09f8cf4974,पूर्व सुरु हुन्छ
fc3e3a4b54,आपसमा सहोदर
8b60349704,राज्य राजस्थानको एउटा
db05327bd9,त्यसै गर्नतर्फ
e18ff931d0,उचाइ भएको र
ced2f3cf17,भने नयाँ लेख
e7743fb680,हजार थियो
ce70b82352,त्यसरी नै जसरी
c99b3edec3,समयको लागि
e1336b1bee,गृष्म ऋतुमा सीधा
a0fd466827,जनमार्ग उमावि पाल्पा जिल्लाको सिलुवा मस्लाङमा रहेको एउटा उच्च माध्यमिक विद्यालय हो।
ca791a8383,आइफोन ५ हो
741ea29544,अञ्चलको सोलुखुम्बु जिल्लाको
cd425a3354,गर्मीबाट हुने ज्वरो
1c5d935938,पर्सियाको उत्तरी मैदान
2fe89ae047,द्रव्यमानको इकाइ ग्रामको
c5d41d0a30,कोसी नारायणी र कर्णाली का
5032e18935,भएका तारको फेरोको
8d62b52086,भएको भएको थियो
c0eb999261,एकमात्र हाम्रो नेपाली
8e5a1e9d0b,कुरा उल्लेख पाइन्छ
53c815834f,अर्थात्‌ जाति समान
958f6eb4dd,सोधे आज तरकारी
f07a7a4f40,यामाहा बाइक जिते
82db2fffd3,अनि बल्ल मलाई
eddf36a4e0,शताब्दीभित्रका छन्
9992ce0149,सङ्घर्ष पनि भइहन्छ
9ceb2041a0,परिषद्‍मा यसले आफ्नो
8c46516fd6,उपर्युक्त मिक्षेन टाग्पा
73a9156e68,कलिलो मुटु र भविष्यको
f1565b51f1,विद्वान् भएका कारण
ce81d23eaa,कार्य सराहनीय छ
5646787282,ताका भएको थियो
c60d2ac4de,सघाइरहेको छ
8bb8dd0a41,इतिहाससँग सम्बन्धित घटनाहरुका
cf895da411,भरिएको प्राचीन
9faa864089,कर्णाली अञ्चल नेपालको
c1c53b6d46,गर्ने चलन छ
d5b9cd62ba,रामलाई सोह्र वर्षे
f8eb49a210,अर्थवेदमा व्याख्या छ
f2ed064079,अमृत भट्टराईले
66f17a90c8,उचित श्रमसम्बन्ध र गरीबी
7963699224,ज्योति ज्योति महाज्योति
8996cf797d,प्रश्न पनि उठाएका छन्
9f7523c670,३ उपर्युक्त देशव्यापी
ddd1ae5226,वैदिक सभ्यता यस
22f93d690e,नलिए पनि रन लिएबराबरको
8b99ebc0a7,मेरो जब त्यति
669cfd6950,फुकाएर फ्याकिदिनु पर्छ
9dca3891d6,उचित सम्मान दिइन्छ
e531715c97,आफ्नो ग्रह मङ्गलको
3068fc6a7d,बिहिबार मात्रै गरिन्छ
d224cc81fb,ग्रहण गरे
e5d6e0c31c,निमित्त कारण र परमाणु
2111fe511e,२३ पटक नीमको
e2655d9aa3,आकर्षणको विरुद्ध एक
e62f5afa7c,निम्ति बनाइएको हो
90501f0a55,सरकारको माग गर्नका
336d25fd4d,आर्थिक जीवन चलाइरहेको
a1f8740664,मेजरसम्म बन्न पाएँ
a7584a2205,जरुरी हुन्छ
f20bafbf05,निगाले गाउँ प्रेमेजुङ्ग
872f6c98d8,भएका सन्तति रोगी अपाङ्ग र बेकामी हुन्छन्।
1e60f2af81,डे ला फ्लोरले चित्रकथा
748f729ec7,यस अनुरोध पानाको
b78c561ab4,रात छिप्पिँदै जान्छ
e0b73d5263,लेखेको सबै पाठहरू
c5dc565c38,नेपाली साहित्यकार सम्पर्क समिति एक नेपाली भाषाको पत्रिका हो।
9762601208,स्थलहरूमा उपनगरहरूका
4141f18f0e,तपाईँले प्रवेश नगरी
1f4b8d6d96,दुर्गम क्षेत्रमा पर्दछ
9bd918c656,झन्नै पन्ध्र वर्षसम्म
e0e2d252d7,२०४७ बैशाखदेखि अङ्ग्रेजी
daf8b1e24c,यो क्यु र डैन
bd102d3647,लाग्यो भने चारवटा
ac89832ee5,उनलाई आजिवन
73f08420b8,जङ्कोत नेपालको राप्ती
04ef36946d,वर्षको प्रयोग इस्लामिक
5ba6d602ef,गोविन्दा भारतीय चलचित्र क्षेत्रका एक बहुप्रसिद्ध अभिनेता हुन्।
d96ff56b98,लामो समय शिक्षण
c7985195a6,अर्को पत्रकार
47230ec3f9,भारतीय गायिका हुन्
69751b97f4,उनको एक मात्र
nep_3614_9896531367,लेजर प्रकाश वा विद्युत तरङहरू प्रयोग गर्ने डिस्क ड्राइभ
bd606483d0,भारतमा भने उहाँले
2e15a0a0ad,यिनले सानासाना राज्यहरूमा
8e37a3fa74,राईको कथन छ
52f8138073,सौर्य प्रणालीका ग्रहहरू
f5e02630d7,गेटोरेडले यो घोषणा
452f3f8554,पृष्ठमा भएका दैलेख
f8be868f46,आफ्नो आफ्नो बुझाइको
9cc0e5753f,छैन त्यो देशको
25cf932cb5,शाहजहाँको प्रिय बेगम
ccb92d5bda,संयुक्त बाम मोर्चा
951d614c4c,निषेध भएको छ
a5f50cf146,लेख आफ्नो प्रारम्भिक
ea8baa9fca,प्रारम्भिक प्रस्तावको खारिज
a22f45bfe7,मनोरम स्थलमा रहेको
49ab1cbc77,अन्य समुदायहरूको बसोबास
nep_3960_1141874281,अरनिको हार्डवेयरको पसल मेरो घर नजिकै छ
9533c521da,९ सेप्टेम्बर १९८७
94ab58a723,गाउँदा संगीतमा कुनै
dec70d3c29,२००२ मा ब्यारिमोर
e845895004,लेखमा भनिएको छ
97b50abb0a,मागी बिहे गरेका हुन्
b760ef2762,यिनको अद्युत् प्रतिभा
c72ad5e214,शैलीमा पनि परिवर्तन
f2d9982d8f,आदिलाई दिने गरिएको छ
e56f20ab45,मेन्जिस युरोपमा टुकडीहरूलाई
6e2739196a,नै तामिल मराठी
5070f0e63a,घटाउन तथा शरीरबाट
d7d9175fa5,समाचार त्यसको दाहिने
cd24f09ea7,जुठो नलाग्ने भयो
a4ed60ebc5,राजनीतिमार्फत आफ्नो
409d1ed4ce,आफ्नो प्रियका नजिक
a17dcbabe0,यस्तो आक्रमण रोक्न
801440cfbe,नानोमा छन्
f4d2fcec6a,बताउने बुढाथोकी
dfbd5a7c62,झुमा प्रथा भनिन्छ
7334d9013c,भए पनि स्वीकार गरे
e1119877ad,टेमु नेपालमा पाइने
e163d447af,र त्यस दिन पेले
69f0f45f42,तारमा जस्तो धातुको
bd400a9d83,लाग्ने यो मन्दिरको
824fcd8d64,कालीनाग बहुमुखी क्याम्पस
55a2e63b4b,यो कोड आइएसओले
c48eb7b0b5,राष्ट्रपतिद्वारा संसद्को
5e523aa609,अनि त्यसै घडी
9fdba849d0,इस्लिङ्टन कलेज काठमाडौँको
e6bade8a4c,हुने खेलबाडमाथि हामी
nep_3960_9623100236,स्थानीय जनताले जिल्ला आयुर्वेद स्वास्थ्य केन्द्रबाट राम्रो सेवा पाइरहेका छन्
66777087e1,गर्न आवश्यक छ
d8e7528701,एक हो कुमारी
28d86c8359,काबेली विकास बैंक
a40e8f7a7e,इसापूर्वमा एलेक्जेन्डरको
71a607ee0c,सङ्घर्षलाई सबैले
95ff8c9a31,तल केही नेपाल
84149c5420,उनले घर छाडे
8cd0d68034,उनलाई उनका पुराना
0ce85a0873,अनिभय गरेका थिए
cd7e2056a6,राजनीतिक तथा अन्य
d9667576bc,जो मानिस कुम्भमा
61e1e22eb6,तुरून्त तिनको नाम
7f87973753,आदतन दोषी थिए
ce5b989220,जालन्धर जिल्ला भारतीय
8bb9935c27,भनेर राखे
9761118d79,२००० जुन
636c6f551d,सानो सानो अथवा
066adf859d,फ्रान्सेली रसियाली आदि
77e72be922,गाँव ग्राँक्षेत्र खेत
57ed938ba4,समाधिस्थलको चारैतर्फ चार
93f94c07bd,भएको देखिन थाल्यो
3d3cfb58f9,नगरको मुख्य मार्ग
428108a384,देवताहरूलाई वरदान दिएको
7d848079aa,तपोवन भूमिको धार्मिक
ec1515648a,पुरस्कारका निर्णायकहरूले एक
624900f656,सेन्टिमिटर अर्धव्यास भएको
c1487bcd47,राजेश धन्यवाद साथी
d4df7b9665,सामेल थियो
e164ec4b3c,र भूमिपूजा आदि
e3a7b2e4a5,बुद्धिदायक विरेचक
d4410a04b1,कुष्ठरोग क्षयरोगको ज्वरो
52c7d3a4d0,यस प्रणालीलाई स्वीकार
d907e26dbd,एउटा सहर हो
e71db5d457,नगरा तामाबाट
bad36c6d0a,दक्षिण भारतमा
31307bbdd3,१९ किमि पूर्वमा
db7c8ddf12,अथवा झाँक्रिले चिन्ता
7097593d15,होम स्टे को
ad415d053b,पेशा गरेपछि २०५३
09a9a53171,उनले आफ्नो साहित्यिक
e9ca4702d6,गरेर २१ हजार ६
92ee9c54f0,पुरस्कार पनि दिईयो।
5b47981dda,आफ्नो देश नेपालको
6f8714e75c,भाग लिनका लागि
38c6d0e567,एक सर्वेक्षण अनुसार
81ff1faa97,वुड्सका क्यारियरको सुरुवात
c578cdd93c,शाकुन्तलको कथावस्तु
be3d03119f,यस उपत्यकाको मध्य
3618a4ac81,विजयी भएको थियो
d8d38b22aa,फलहरू पाक्ने समयभन्दा
eab8bf82ca,गाउँहरूमा स्थानीय सडक
35da6b73fa,तत्कालीन अमेरिकी राष्ट्रपति
nep_0546_3134436030,अरनिको राजमार्ग खुल्नु पूर्व नगरकोट काठमाडौँ उपत्यकाका पूर्वी जिल्लाहरूका लागि एउटा प्रसिद्ध नाकाको रूपमा रहेको थियो
bef4c04686,थिएँ तर मलाई
f967336cf4,दिनुपर्दछ साथै भाषा
bb5d886f52,ठाउँ ठाउँमा मन्दिरहरू
d9ae5565db,उचाइमा रहेको यस
989590ce63,सन् १९५२ देखि १९५९ सम्म
d0ae4d84de,मेरो जवाफ निकै
2a357bc5c1,चौतारा २ नेपालको
926d99690a,यी जहाज पाएमा
283f640f3c,राम्ररी सुकाउनुपर्दछ
918630ebeb,आइतबारमा सूर्य देवताको
a7a4cb2d36,उक्त लेख विदेशी लेखकहरूले
7b694dce95,र नियन्त्रणको निर्वाचन
1641bd3d51,आनन्दका लागि
f1dd66b917,गर्ने भोज खुवाउने
f0b1c35705,जनरल तथा अन्य
f4c9fd8ad6,तपाईँले अस्ट्रेलियाबाट आफ्नो
8a2fd8c5b1,गर्‍यो र यार्क राजकुमारी
98bfd437f3,तसर्थ जीवनमा कलाको
ce9ea38570,सहायतादेखि यथार्थको उपसन्न
45515c26ad,राम्ररी भन द्यौसुरे हे
fe8e54a8cc,खाने र व्रत
6662f5c112,त्यहाँका हाकिमले मलाई
384ae8933a,१९५० जनवरी १ मा
eb3e3fbba1,पर्वतको चित्रेमा होमस्टे
8165ad20e2,साहायक राजर्मागले जोड्दै
f0386c5012,चलेको भान हुन्छ
6a8e03d76a,कपि गरेर पूर्ण
f9f6cc5c69,भोलिपल्टै त्यो
83d204eaf0,मैले उनीसँग
843088322c,सहकालको देउताको रूपमा
40cd1fc589,जन्मेका अमिताभ बच्चन
9e5feec14e,कमसेकम एउटा अंश
44adcfdd01,२०४६ सालदेखि वामपन्थी
e83be0d407,नाभिकीय अस्त्र परमाणु
8130e73a7e,प्रविधि विषयको विद्वान्
5f035b743f,समिति उपत्यका भित्र
ed52622975,३५ दिनमा ड्रागनफल
c812f47873,बिदा हुन्छु है
nep_0546_0106808568,कावासोती नवलपरासी जिल्लामा अवस्थित गाउँ विकास समिति
7b45576cf2,नाम लेख्नुहोला
30efd5ff5f,गोल गरिसकेका थिए
aa9e310396,त्यसैले म तपाईँहरूसँग
c187b28c69,धारण गर्नुपर्दछ
d3e4ae6f78,यसको नियामक
e529b3dcf7,बेलायतदेखि ल्याइयो
6998cd4bca,बारेमा दर्शनशास्त्रको शक्ति
ba75291af5,सहायक बन्न जान्छ
f71b74b909,उमाकान्त शर्मा माओवादीको
63563cfb32,आम्दानी गर्ने अभिप्रायले
bf43947a54,यो व्रत धन पुत्रादिको कामनापूर्तिका निमित्त गर्ने चलन पनि छ।
927941f7d1,प्रारम्भिक मेइजी कालमा
86b2a147de,उनी भन्दथे आफ्नो
fee5d73bdc,पुर्‍याउनु आवश्यक हुन्छ
c6fa55f696,उनले भनेका छन्
4b506ceff9,दुर्घटनापछि चलचित्रको कथाको
f01f230b91,निकै पुरानो हो
e64dff9dfa,उत्‍पादन अनुसन्धान केन्द्र
f17d160019,पाउन विभिन्न योजनाहरूको
443e4abbd7,र महिलाको ५७.१
dabc19d631,यो बाजा बजाउँछन्
cb01bc652c,४९ प्रतिशत छन्
c8d1df9ff0,उद्देश्यले विगत
2f66810669,२४ लाख सम्म पुग्दथ्यो
Voice824,तिनको सौन्दर्यले सबैको मन लोभित हुन्छ।
88858bc84b,कि यस कानयनको
702f6e15a9,एक ब्याट्रीवाला रेडियो
bc3d6a1273,यो येल विश्वविद्यालय
5ef7ac9631,बरालले चार वर्षमा
c5e698dc49,लेखहरू र पुस्तक
a4dec54d64,यमुनालाई यिनकी बहिनी
43778be7f1,भएर पाक्न थालेमा
6d5fdaaa98,अस्पताल हो
2ddba29b2d,आवेदन आएका छन्
c615f9d158,सन्तान दरसन्तान यस
b74bdd7af8,बराबर थियो
7a51f0cdc7,अन्तर हुन जान्छ
ed368628e3,पप्पी लिनक्स
edc855eb57,यकिन भन्न सक्दिन
7170a90e42,भएको दोस्रो समझदारी
054bba9e44,पत्तिमीलो एक प्रकारको
c99a4cb35f,कलात्मक बुद्धका मूर्ति
844c49d369,गन्ध जैसा काँचो
b68add05f4,सकिने छ तर
eac905a951,प्राप्त भएको हुँदा
74dcc58ed6,राजा भुवनसिंहलाई पराजित
e9c6520ebd,ग्रामसम्मको हुने ड्रागनफल
01b0bab6ff,सबैले मन पराउने
80121f92ff,अन्य पदार्थहरूको ताप
38545a70fc,लेख श्रेणीकरण गर्न
aa1aaa2849,मुख्य मार्ग मानिन्थ्यो
be0b0585ab,ताउनि अति सानो
nep_0546_3979164145,एकमात्र अफ्रिकी ठुला तालहरू
ef20cfccf2,नाश भएर जान्छ
76e2df1336,यस पोखरीको निकासको पानी चेपे नदी बनि गोर्खा र लमजुङको सिमाना छुट्याएको छ।
b4f1a606e0,उनले विचार गरे
6a9e5286a7,गोर्खा काण्ड हो
12a894bc97,वर्षपछि बेलायती सरकारले
1e46443528,पेटका रोगहरूको उपचार
747a8cf48e,बलिदिने गरिन्छ
6029d25301,सन् १९६० को दशकको
67103e45d6,भेदभाव र असमानतालाई
f1e011c295,शिलु सरस्वती सक्कली
