path,labels
fc033ec2aa,सुरक्षाकर्मीलाई स्थानीय
99f3dd2577,कारणले उनी स्वयम्
a03a4d5a15,वा जिज्ञासा भएमा
611072e48e,मलाई नयाँ कुरा सिक्न असाध्यै रुचि लाग्छ।
2798d0bad2,लिथो मेसिन
7170f27b57,पुरुषार्थ प्रदान गर्ने
c93aab98dc,ना कहना जस्ता
a978fa8e26,गणतन्त्र र स्लोभाकिया
e4a4b5ea11,सामेल हुने भयो
8931a6adad,रहने धमला बताउनुहुन्छ
e5adf9840b,तहको मुख्य सङ्घटक हो
7d0f5f364a,र जन गर्टिनले
9c5eeea114,गणतन्त्र टिमोरलेस्टी दक्षिणपूर्वी
bd41adbc16,बढी नदी खोला
fc4ba21984,यसै गरी यस
25fd7e9326,सजिलै उपलब्ध
e7e8fb9c38,आधुनिक नेपालको
c64bcb115e,आदि विषयमा जनचेतना
b0ad467e69,साथी पनि थिए
5a35fc9631,उनलाई उनको आमाले
cfb78cdac9,यौनजनित वाक्य
2108c46a43,कला संसार मासिक
d30791e5c3,हुन्छन् तर प्रत्येक
ba18c24f4b,फेरि अन्य भाषाहरूको त
32ea67518c,नोकरी गरी रहेँ
b35e21e924,प्रत्यक्ष निर्वाचन प्रणालीअन्तर्गत
452d82bfc5,फिल्डमा खेल्नुभयो
f9a81415d2,टुक्राटुक्रा पारेर गिद्ध
eb02de81d1,१ करोड वर्ष
78107cc11a,कला प्रकाशन
9dd6ba752b,सितारा देवी किशन
2d8cf56a78,पनौतीको त्रिवेणीघाटमा माघ
2113bb94d3,तुल्याएपछि पर्वतमा आक्रमण
nep_2139_6961799206,सगरमाथा अञ्चल अस्पताल सप्तरी जिल्लाको राजविराजमा अवस्थित छ
7017ce8ac4,यस महलको निर्माण
9bc6e2c69f,आदित्य रोय कपूर भारतीय चलचित्र क्षेत्रका एक अभिनेता हुन्।
f5bb51c981,उक्त प्रतियोगिता
nep_3960_5516073580,फिलिपिन्समा रहेको सहर
1ea855b8ae,हवनपछि ब्राह्मण दम्पतिलाई
0ebecb3952,खुबीको प्रयोग गर्छन्
b4c0971c02,बाह्रौँ नक्षत्र हो
c2c992c68d,नपढ्दा पनि हुन्छ
18666f8d87,आँखाले भिन्न भिन्न
b446d5e92d,तिनै मामलाहरूमा फिल्मको श्रृङ्खलामा सबैसँग न्यून स्थान प्राप्त भयो।
42fd717780,हीतमा काम गर्नको लागि
4c875f5f8c,प्रदापण गर्ने व्यक्ति
e7c9965dd7,सम्भावना बढ्दै गएको छ
a814723dc3,दौरमा पुग्ने समय
150ebce58b,लुप्त हुने छन्
e5d66977a2,अभ्यास गर्दै गएपछि
c127ae1885,त्यो बेला बिना पुर्जी
2d1d9a5169,त्यसपछि राजाले बैशाख
db0dd8de06,उत्तिकै भूमिका छ
f4cd78f24e,खिलचिने नेपाल भारत तथा अन्य स्थानहरूमा बसोबास गर्ने हिन्दू धर्मावलम्बी विशेषतया नेपालीहरूको थर हो।
1e3735e9ec,सुरू गर्नुभएको थियो
f5b9625a7b,राम्रा पकवान मिठाईहरू
fd892b8019,तथा निर्देशक हुन्
b27e2d1834,आविष्कार गरे
6b3229aedd,नाम पासवर्ड आदिले
75d0755eaf,पाल्मेर सहरमा मात्र
78d12512a6,बल फालेनन्
cbfaa3cc41,पूर्ण भएपछि तेत्तीस
87ce8bb5a3,केही समयअघि अमेरिकी
79a3e7256f,सम्बन्धित तस्वीरहरू
8a175bc820,भोट दिन्छन्
aaa97d9944,रूपमा चिनिन्छन्
ac09a2d679,तर विगत लगभग
9b939d191b,क्षेत्र अन्तर्गत बागमती
fefb6fe95f,एक भाग भन्ने
f9116bb7f2,पुँजीजीवी प्रजातन्त्रवादी
5c5168e3fb,यदि तिमी स्वर्ग
1b47fb7119,वर्ष भुटानको राजधानी
60f32b8cee,भ्रूणलाई प्रतिनीधित्व
e96192ee15,नेपालको पश्चिमाञ्चल विकास क्षेत्र धवलागिरी अञ्चलको म्याग्दी जिल्लामा अवस्थित एउटा गाउँ विकास समिति हो।
5723911f75,मयमनसिंह मेडिकल कलेजबाट
5dd6014bd5,बचाई राख्ने काम
92a0e16bdb,संस्थापक प्रधानपञ्च शर्माले दुई पटकसम्म नगर नेतृत्व प्रदान गरिसकेका छन्।
b7b3d18e8b,सल्यान र चारू मजुमदारको
f4e60ddf37,विशेष पुरस्कार दिएर
6f260d517d,उहाँ धनीलाल यादव
511e0f9f01,पस्न सक्छ
d21de655ce,चलचित्र अभिनेत्री तथा
b4be3bd19f,माओवादीको राजनीतिमा
Voice109,"हाम्रो देशमा बिर गोर्खालीहरु जन्मेका हुन्, उनिहरुले शत्रुहरुलाई पराजित गरेर हाम्रो देशलाई जोगाएका हुन्।"
bb5efb281c,पनि रहनुभयो
f36f2d4cd0,क्रमसङ्ख्या अनुसारका
c4994cae13,बनेका थिए
7e66d31409,साम मानेकसाले एकपटक
55800d1cbe,ढ्याङ्ग्रो र दमाहा
9f745eaa24,नदिएकाले मैले नयाँ
7945266938,बौद्ध धर्मका प्रभावबाट
6cd6973bef,परन्तु दक्षिणपन्थी समाजवादीहरूको
a7832e99fa,भएमा खेल
7ebd1d8721,हजार १५८ छ
fa4baf5e0b,भन्नुबाहेक अरू गर्न
bbc9626af1,लेखिएको कृति हो
8a68fb423d,यस्ता २० वटा प्राथमिक अङ्गहरूमा एउटा माध्यमिक अङ्ग पनि आवश्यक छ।
fc90fde9e0,गर्भबाट चौँरीको जन्म
da9bdb467c,यसलाई फोक्सोको प्लेग
d6a9cadca4,मन्त्रीको जिम्मेदारी पटकपटक
f09384cfff,थियो तर मौर्यहरूको
b2a582207b,भ्रामक प्रचारको कारण
ccc6b5422f,राष्ट्रिय जनता दलको
f461e4d10b,जतिपटक रेणुकाले
ff0a14327f,यस गाविसमा समशितोष्ण
ec36ed0765,मुरली सर
dee05f319d,गएर उनले
nep_3614_4520523430,सतलज उत्तरी राजस्थानमा समाहित हुन्थ्यो
e282e8a43b,जिल्लाको जिरी हो
ab3f7aa3b5,ज गण र दुई
dcedb2d6c4,नियत खराब भए
5128ed5d68,जङ्गल मरुभूमि र खाली
f5cc792706,रियालिटी टेलिभिजन व्यक्तित्व
825e245996,हुने सामान्य
f563adbf61,रूप थिङथिङटार हुँदै
bb0a99b259,नेपाली भाषाको जननी
d026186ba2,विकास जसले गर्दा
ef32474f90,बाँकी पढाइका लागि
89e807df80,उमेरसँग जोडिएको हुन्छ
b8d53d39b1,आफूले गरेको परिश्रमको
d9ecc72539,१९७९ को अक्टोबर
e14d4cd50a,त्रिशुली नदीसँग मिसिन्छ
53495592c7,पातहरूको रस र
84f695b650,भगवान कृष्ण सम्पूर्ण
f5b56cd9c0,ब्रह्माण्डका ती भागहरू
f74f30b7f4,कुमारीघर काठमाडौँ दरबार
70856b5c9e,हामी यो काम
579c324a1f,पुरुषहरूले भित्र्याउँछन्
253df9566b,विलक्षण सिर्जनामा मन्दिरमा
79316140d9,माथि बताइएको स्थितिमा
Voice934,अझै गाउहरुमा पुस्तकालयको धेरै नै कमी छ र अविकसित ठाउँ भनेको गाउँ नै हो।
cc575711b9,हिन्दू तथा बौद्ध
a6a2946f7f,नाम दिएर सार्नु भएको थियो
5151e4cf8c,सूची नं २
2afab32b87,चासो राखेका थिए
5a4759fdda,गाविसहरूको बारेमा लेख्नुहोला
7f6e717660,शिलाबहादुर मोक्तान पनि
bbec3779c2,तलबमान कर्मचारीको पद
bfa3d135fd,प्रसाईँ मध्यम वर्गीय
4d14918a36,हुने अति सुन्दर
e77a74197a,बनाउँदा वा यज्ञ
f88654a4f7,काँधमा राखी पोखरीमा
dee0ed19ef,गडबडी हुने तथा
d408e3008d,बृतासुरलाई मार्नको लागि देवराज इन्द्रले घोर परिश्रम गर्नु परेको थियो।
e991d90c63,जातिको सबैभन्दा सम्पन
8d06bfeede,हात नौ ठाउँमा
50a2f212e3,उपत्यकाबाट सञ्चालित एक
c0376003e9,नेपालको बारेमा धेरै
b40b875b10,प्राप्त भयो जसले
e4a1a74e43,सुक्दै जान लागे
360a4f751a,१९ जुलाई २००७ मा
ee863cc057,हुन्छन् जसलाई यदि
nep_0546_1284228568,जर्मनीको उत्तर राइनवेस्टफेलिया रहेको जिल्ला
feb07bcfa7,जिजान प्रान्त वा
3f777c09b0,थिम्मीको आफन्तहरू जति
18fbb820c9,जस्तै गरिबी पनि
fd6d22ee28,पार्दै लग्यो
bc0c970a03,आधुनिक नेपालको इतिहासमा
82df62237b,व्याख्या छ
fac46dd771,आर्यावर्तका प्रमुख
225cbb501d,चन्द्रलाई टाइटन रिया
6619fcb862,नेकपा एमाले
93b39b1258,नदीसम्मका सम्पूर्ण पहाडी
9989935b7b,लागि गहिरो रुचि
b2528a34fe,एसिड चिनी कार्बोहाइड्रेट्स
6518ca8fbc,भन्ने ठाउँमा थियो
39157cd25b,आफ्नो उपस्थितिलाई स्थापित
13d2fbd0ea,५२ नाउर छन्
nep_2099_3837561282,टर्की आधिकारीक नाम गणतन्त्र टर्की पश्चिम एसियामा अवस्थित एउटा युरेसियन राष्ट्र हो
b437c01bf1,जस्तै खेल हो
9c786c61a2,जनप्रदर्शन गरिनेछ
a842461e3c,सिपी मैनालीसँग
91ab0e7208,सदरमुकाम वीरगञ्ज हो
15a9a2f04b,तिमीले कहिल्यै पनि
c984b5f0b6,मा मिति २०६५
ff0b00182d,यो विकिपिडिया पुस्तकालयमा रेफरेन्स सेवाको लागि धेरै राम्ररी प्रयोग गर्न सकिन्छ।
42f791a6ef,रहने हुनाले यसैलाई
nep_0546_3433661851,खास्टे ताल नेपालमा कास्की जिल्लाभित्र लेखनाथ नगरपालिकाका सात तालमध्ये एउटा ताल हो
c99605798c,यसको पूर्वमा रानीचुरी
d639f00e00,यशुको जन्मभन्दा करिब
aa6c283626,उनलाई प्रथम स्थान
eff21042b2,जिल्ला प्रशासन कार्यालय
7002799778,प्रवेश गरेकी थिइन्
de89981bf0,सहायता गर्नका
34e68ac418,ढोका खोलिदिएको देखिन्छ
2934d3240b,जन्मिनु भएको हो
a067e790e8,व्रतकथा महात्म्य र पुराणहरूको
77dfb90168,रोगको निदान हुन सक्छ
643f8bb851,पछि मुकदमेमा सम्झौता
25753336ee,जुटपानी नेपालको
3fa344c439,अन्य प्रमुख हडतालहरू
f26f31b6dd,शिव भक्तहरूले शिवरात्री
c3ffec2347,विश्वमै दुर्लभ मानिने
a8e9985773,महिला कोटामा संविधान
ce7d638a82,जो यस अनुत्पादक
871baa345d,सन्‌ १७५०मा बर्लिनमा
14314960c1,प्रथा थियो जसको
97e2975d38,बौद्ध धर्म यहाँ
da0551f3d9,जिरीमा बसोवास गर्ने
cbcfef13c0,निकाल्नु पर्दछ
2457bb972b,च्याउमा पाइने विषहरूले
4a31ea1976,सेनाको कुनै न
7679a0fdd0,उनलाई व्यापक
38a7a3ad8e,कमी आयो
510955b8e6,घरजग्गा दान पाएका
c5be3d5d04,इदो नाम भएको थियो
db11c4d923,आदिवासी छैरोतन जातिको
abdee1e335,लिमा हो
c7ba8ee574,अधिकांश छेपारोहरू शरीरको
adf7bb7dae,सृष्टिकर्ता ब्रह्माको आयु
53e80495e7,शासनकालमा थिए
b4639bd97f,विरोध सहने क्षमता
b3e1e43d15,लघुकथा हो
bda61be694,एक हो
402e6f602c,महत्त्वपूर्ण छ
e9be10652d,ताप उत्पन्न गर्दछ
a07c63f27c,समुद्री सतहबाट एक
7d53048aaa,एक भूमिका निभाउनको
15f3f57248,मलाई झन् अप्ठेरोमा
c3304b86ed,यिनीहरूको एकअर्कासँग सम्बन्ध पनि कस्तो थियो भने राहुलले उनलाई लेखेका चिठीमात्र १०४ वटा फेला परे।
85f3fcb7ea,हुने जीव हुन्
755485548b,कस्तो थियो होला
6f29127671,फुटबल खेल्न सक्ने
3220da863b,कुनामा खाता खोल्नुहोस्‌
d3419f71e2,महारथी गुरुङ तनहुँ
df4993a11b,यदि मानिसले कुनै
f8492621d1,सम्भावना थियो
35d2a3cdba,औजार हुनु पर्छ
4209a7941d,सही ढङ्गले निर्वाह
e7bbb7511f,अञ्चल अथवा प्रकाश
e8009386c6,युकेशजी मैले एउटा
aaaa195d77,सबै कार्यहरूको
fb01c9254e,सन् १९९५ को
9137c769a1,कणाद कृत वैशेषिकसूत्रहरूमा
c769f149e9,रगत सफा गर्न
758c0f603c,स‌‌ङ्ग दालको
0773be6b68,व्यहिटलैमले यसलाई
f2fb7f04dc,विजेश्वरी माध्यमिक विद्यालयका
888adc19b6,दिए तापनि मलाई
a70f5b4da9,भौगर्भिक महत्त्व त्यहाँ
nep_0546_9334740893,पुष्प नेपाली नेपालका वरिष्ठ गायक गीतकार उनी सङ्गीतकार हुन्
9b822731bd,ज्ञानको शिक्षा दिए
f51ae012d2,डन्डीफोर चार प्रकारका हुन्छन्
11c8fff81e,बोट्समा पृष्ठ बनाउनुहोला
7cc7fc97ed,यसैगरी मलाई तपाईँले
6c5988ae61,लन्डन र नयाँ दिल्लीमा
ec62e6c7aa,हस्ताक्षर गर्दै छन्
2446b4cab2,वृषभानुद्वारा निर्माण
522744ea48,भष्मासुर प्रवृत्ति त
fccb44b780,उनी उत्तिकै नजिक छन्
fe5e1ffece,उहाँका सहयोगीहरूले नेपाली
829628f2e1,सम्बन्धित रहेको छ
nep_0546_8481103245,सोचीको रुसमा भएको एक्सएक्सआइआई ओलम्पिक शीतकालीन खेलमा प्रतिस्पर्धा
9efe691af2,विशेष गरेर बाटा
7b9e1b5f77,प्रविधि संस्कृति पनि छ
71430d210c,जहाँ अवसर छ
aa273c7072,रस मिसाएर दिनको
c3e870a81d,पहिलो घरबाट कुण्डलीवाला
99411ef0f6,नदी नाला ताल
ccc7beb8a9,आयुको पत्ता लगभग
bbd7880e4a,दुर्घटनामा पर्ने गरेको
fe65a055c0,तसर्थ नै नेपाली
df0178fa1d,व्यङ्ग्य गरिने हुँदा
d82f0b54c0,आधिकारिक रूपमा
d5d0e76cb1,इन्द्रले ढुङ्गामा बाँस
43bc152bd9,तल झरेपछि जमिनबाट
095607439c,दुईटै अवस्थाहरूमा पहिलाको
44de0ca52b,सोरेनले ७ कक्षासम्मको औपचारिक शिक्षा लिनुभएको छ।
b02009fac1,यदि कुनै क्षमा
396e778b89,कर्णाली अञ्चल समिति
99bac1a036,केही दिने विश्वास
ae04640a54,पुस महिनाभर अर्काको
29add08882,रुसी बोल्सेविक पर्टीका
a8ab2fc1d9,सिंह रामुदामु फुवागुडी
6b7c655f95,परिवर्तन हुँदैन
ef6a976002,सुरक्षाकर्मी गोठालाको
f0bbd31724,व्यक्तिगत र सामुदायिक मौलिक
b9fa13f77a,पञ्चकन्या नुवाकोट जिल्लामा
eb9e3034f1,मेरो जीवनको सत्यानाश
f63be5174f,संसारमा जन्म दिएर
dd1e0fa790,पनि मनाउने गरिन्छ
5feeb9ca06,उसको दवाबमा
b463d7131d,कुर्टस गुलिमरी नामक
a8001fb549,जेनिफर लोपेज एक
efebaf585a,मेरो परिचय नेपाली
nep_2099_0150100916,यहाँ हडप्पा सभ्यताका धेरै चासो महत्त्वपूर्ण अवशेष भेटिएका छन्
77880dea9e,मृत्यु हो
cbc5264b92,रहेको विश्वास गरिन्छ
fd102b29a7,स्थानको नाम पनि
5d8bb1f80d,लागि विकास गर्न
d10e6aa1e4,मा रहने साझा
cb48455d98,उठाए भने न्यू
877fe258cb,ब्याङ्गलोरमा आयोजित मिस
b24a14e3b0,सत्ता विरोधी आन्दोलनका
7e8c999aff,तत्कालिन भारतीय रेल
Voice18,किशोरले कोठामा एकचोटि दृष्टिपात गर्‍यो ।
c77102d520,तुच्छ सम्झन्छन्
9d8e5cccfc,छोराहरूमा जेठो
3a87b093b2,गर्तौलाले धेरै सङ्ख्यामा
876b89ecfb,लागि बिन्तिपत्रले सफलता
e1a5d2f8f6,कान पाक्ने रोग
e07e3c2571,कुनै पनि सार्वजनिक
e3bf37a527,बढी रहेको छ
7492d60f2c,पत्रिकाले २०४४ फागुनमा
881c61e184,त्यसैले हरेक मिष्ठान्न
c0f991cba2,१३ औँ शताब्दीका चिस्ती
e53f512932,समितिमा जानुभयो
a67395379a,सुरक्षित बनाए
Voice705,मेरो जीवनमा यो गाँसिन आई ।
5a402ac01a,अनुसार यो गाविसको
37a3aa8f08,नेपालीले प्राचीनकालदेखि
846534a12d,अनुसार ४८ बालबालिकाहरू
661d1a34b4,गुजरातका शासक भीमदेवको
981c39948b,अभिनेता हुन् जो
58bb9712ad,लागेपछि मात्र
c1deda6d03,१८ उड्ने माछा
4dfbafdf0f,गरिने हाइलोसिरियस
d131c58829,सम्पन्न र सभ्य
8b85af0de0,पनि मृत्युको लागि
0ad1a93c23,उतारचढाउ धेरै हुन्छ
dcd6689567,यस्ता निपत्र आत्मपरक
cc6825bc87,जसमा प्रसिद्ध अप्सरा
ca8a5545ff,तथ्य छन् भने
68a8c664fa,केही विशेष
e2acb87efb,जानकारी गराउँदछौँ
f5603aa042,तर पनि भौतिक
ba359ddc23,दैलेख जिल्लामा पर्ने
291ccfdfd7,कच्ची सडक मार्फत
0feb36c118,गरेर आएका मानिस
ef8e28c5d5,उपलब्ध उपकरण र
f3c8e463d9,युनिभर्सिटीसँग सम्बन्धन
ee53412316,८०० करिब छ
72e2d60d78,अन्नबालीको राम्रो उब्जनी
f4ff8329fd,गलत सोचाइले पनि
d42b709a23,साधारण भएको छ
aa117ac55b,यस जातिमा मानिस
d013a8128a,पक्राउ गरेको थियो
94ccec3d93,फिमाह दोषी ठहर भएनन्
d09c4d1236,इमामले नमाज पढ्छ
4306d93959,गर्नुभएको छ त्यसैले
d749ed1839,व्यवस्थाको निमित्त
5ccde9cab9,काने झार पोथ्रा
f32e705397,भक्ति विजय आदि
a15eee821a,त्यसैले गयाश्राद्ध गर्न
d3a854e250,के नामी हस्तिहरू
d7987571ba,टोकियो जापानको
7ebff42f17,नेपालमा यसको
c47ebc591d,लक्ष्य राम्रो र
f665da806e,तपाईँको योगदानको लेखा
26b3397a07,सधैँ अघि सर्ने
d618acb22c,रूपमा सबैजसो इतिहासकारहरूले
8ae62e0e11,उनी भारतमा बाको
nep_7957_0250324643,उत्सव मौसम जुन तुरुन्तै लेन्ट अघि आउँछ
15e88db76e,स्वाभाविक हो तर
a8f26a97ee,राखिएन भने त्यो
c4bd425cc8,सुनपानी खुवाइन्छ
9efa3fd523,थोरै भयो तेरो
d8d28f37c7,कोरियाले जुलाई १९५३ मा
76757fec47,बनाइने परिकार हो
2dd0bd9e3b,खुसरोकी आमा बलवानको
be15234b71,विदेशी अदालतसँग
f880365ba7,नियमितरूपमा खाने गरेमा
63e8fe16a9,यसको लागि तपाईँ
b49db95c45,लागि नयाँ विषय हो
adfd4e730c,भिष्मराज काफ्लेले
cefb737df6,अर्काका वशमा गराउन
21cf5cac34,यो मन्दिर उनको
e41e0dc77a,तसर्थ खानामा विभिन्न
1f1bd333ef,जातिका रूपमा पौराणिक
ac3043c286,अस्ट्रेलियाका मूल निवासीहरूका
c0bbd76688,पृथ्वीनारायण शाहको नियत
ceaeb0c0ab,चर्चा पाइन्छ
67c78b6cb6,उनको स्वास्थ्य
221358914a,पाइने माछा विभिन्न
f5bf0eb9b8,उद्योग सचिवको रूपमा
6088eccf5e,ठिक गरिदिएँ अब
a309d97a74,र विष्णु घिमराजद्वारा
335cf4d4ee,हिमालको दक्षिण तर्फको
bfac5ebfe0,सुर्खेत अछाम जिल्लाको
5f26011a09,खानी विभागको सम्पूर्ण
eb86e21e71,देवकोटालाई महाकवि लेखेपछि
65483762ac,जन्मेको विश्वास गरिन्छ
ece888a9b4,यसले प्रथाकै रूप
fd45df2454,अन्तर्राष्ट्रिय समुदायबाट समेत
ec776f9577,खर्ब ४८ अर्ब र
e653801466,पछि यो बेडा धेरै
771ae97c2f,गढवालका समेत
db01d33f9e,मूलगाउँमा गरिब किसान
22fc414946,यहाँको टुलहरु अलि
fafab78948,यी पनि हुन्छन्
97b5198320,सम्झनायोग्य अरु काम
842dee5904,विस्तृत र अतिविस्तृत
7f915ed91f,महिला सभासद्‍मध्ये
a1643f341f,बस्याल हुनुहुन्छ
2702c086dc,अन्तरङ्ग रोगीहरूलाई
43e49742ed,खण्ड गरिनु हुँदैन
f2bc316ef7,कुनामा अवस्थित छ
85292da090,अफिम एक
b8b7c643d7,इस्लामको ५ स्तम्भ
db92176366,आउनु भएको छ
86cdfb95ef,यो संयुक्त राज्य अमेरिकामा पर्ने एउटा राज्य हो।
b830454fcd,यिनी सानैदेखि प्रतिभा
986bf00d82,बस्दै आएको छ
613ee3edbc,ढाँचामा पाउनुहुनेछ
999492cb53,तिम्री आमाका पुत्र
c6d7eaf4a1,कसरी एक हुन्छ
dcd7a7eb6d,दक्षिण दिशा चार दिशा मध्ये एक घाम उदाउने भागतर्फ फर्केर उभिँदा दायाँ तर्फको दिशा हो।
6cfc048fa9,यस्ता निबन्धका मुख्यमुख्य
29b52f4ce1,यसैले गर्दा यिनीहरू मुख्यतः गोल हान्नको लागि जिम्मेवार हुन्छन्।
9a447112be,सानो मटर थाँक्रा लगायो
e69c419913,उनका बाबु खगेन्द्रप्रसाद
a6e1c944b4,कृषिबालीमा धान मकै
de2c01c2e9,४० हजार मानिस
1bb17a8435,नेपालीमा शुद्ध लेख्यो
c2c1ad75a0,नयाँ उदारवादी राजनैतिक
e1b23bebdc,प्रदान गर्न
7da6ff9ee4,लम्की लम्की
6c264fc988,शिलाबहादुर मोक्तानसँग विवाहित
c48f1da422,धरतीको गर्मी
db627fd058,हटाउने कलेजोलाई शक्ति
e42bdbc509,र यो नागरिकहरूको
986c5ea79d,सबबाट अलग हुनुहुन्थ्यो
1349efb3a9,तथा आध्यात्मिक ज्ञानको
e2af7b2855,काठमाडौँमा भएको थियो
f48dc104b6,राजधानी काठमाडौँदेखि करिब
9d1656b4a5,वहाँ १८ बाटो
dc6869db12,ठेकी सामान्यतया दार
ea0f7022fb,टिएच वा टिएचएटिको
2364d03946,गोइङ रङ अङ्ग्रेजी
a613981924,उनको जन्म १
2e06b38634,सर्वप्रथम दुर्घटनामा परेको
462abb2ae4,चन्द्रमाले पृथ्वीलाई
8231895886,भए ओक्काक सूर्यको
nep_3960_7481641089,शाही भारतीय राजकुल
c0884ec7ab,१६ जुन २०१०
d150938f01,सुर्खेत कैलाली जिल्लाको
c2c03686c4,धरतीका मनुष्यहरूलाई मार्गदर्शनको
040bc29a64,ह्याङ्क्स अहिलेका सबैभन्दा
