path,labels
d3fbdef36d,उपयुक्त स्थान पोर्ट
078f74d66c,प्रदेशको राजधानी पनि हो
c775011cb4,मनतातो पारी कपडा
5e43eacc22,दार्शनिकहरूको अभिजाततन्त्र हो
3c11ca1ca7,परन्तु कार्बन १४
b9cf46fb0e,मलाई यो पात्र
ea3ca3aacc,जन्मकुण्डलीमा अन्य
14acc520f9,५ मगर
cffe7d633e,ताप प्रकाश र
df9d2f3659,पछाडि लेखिने सबभन्दा
fc647a8060,यस विज्ञानले
f9afe7760a,डुम्र कपिलवस्तु जिल्लामा
3fef4f45f1,प्रमेयहरू विश्लेषणात्मक ज्यामिति
a396f9ed25,विरोध गरे पनि
ede8ed2e56,देशले आर्थिक उदारीकरण
6ec14add98,शाकाहारवादीहरू अन्य सम्प्रदायमा
e72acefd84,दर कम छ
95b0172fd6,२०५८ सालमा हुम्ला
e6499db08d,प्रतिस्पर्धी आफ्नो प्रयासका
07e03d932a,पुरस्कारका साथै जिल्लामा
de184325ca,शरीरमा शेष मात्राको
b1b61d7dea,भनाईमा मात्र यो
78968ffd58,कामै गर्दैनथे जस्तो लाग्छ
d5ab169517,अन्तरिक्षहरूको अध्ययन थियो
755d828035,फापरवारी सडक कान्ती
ea55a4af84,माथि विजय प्राप्त
1c4098b882,१९९४ मा विश्वविद्यालय
e2995d8e09,देखाउन पनि भने
a24defe3c0,प्याराकिट भनिन्छ
f19b617bf3,नै कुलको विनाश
ef605df25a,भोजन गर्न पनि सकिनन्
nep_9407_1190775953,जात्रा अवधिभरि तिनलाई यसरी खुला रूपमा प्रदर्शन गरिन्छ
626e43ebb7,भारत तथा अन्य
b63f08d978,१५ वर्ष फौजमा
1055f89cf3,आफ्नो बयान पेस गर्दै
16974e0ea6,यही अर्थमा पद्य
f388fbbb00,नगरले बैतलहमको
ca7ca4ab7d,कथा भरिएको छ
bf0893a29b,स्पेनले चिनिया मानिसहरूलाई
79900298f3,पारिवारिक सन्तति र नातेदारहरूको
a239d3ca36,बोथाले उनलाई
b91ce54dbf,ड्रग र अल्कोहल
23ff184955,आफ्नो छोटो जीवनकालमा
fea42d749a,कम्प्युटरको निर्माण प्रयोग
nep_0546_0657727170,सुदूरपश्चिम नेपालको बझाङ जिल्लामा जन्मेका हेमन्त रोकायाका गीतहरू लोकप्रिय छन्
49f41f3079,एक श्रुतिलेख परीक्षाका
9e7649680c,गरेकोमा हार्दिक
6d3d49b5ed,ढङगबाट खेल्नुपर्छ
89c94d7329,२००७ मा ४७
dd7940e137,यस मन्दिरमा दिनहुँ
c74fbf5dcd,८५० दशमलव ५० इन्च
78902c9d93,विश्वास गर्दछन्
dffe5b6176,सबैभन्दा अग्लो स्थान
9c554ab53f,खेतमै भेट्टाउनु भएको
c8e34d7523,लैजानु पर्ने देखिएको
08f529c2ca,बसन्त रेग्मिको
8eb3c1002b,फुट्ने समस्या
2839f170f1,महानदी तथा
a1fefecfa6,पृष्ठमा परिवर्तन गरे
f06da1ac43,समतल मैदानमा
a7718d2494,मात्र गर्ने गरी
1f07cfcfb7,स्थानीय मनोरञ्जनको रूपमा
ccbe11b0fc,सिद्ध हुन्छ
e01af11ec9,जसमा सन् १९२३ को
734b5d1f5f,जङ्गलमा कोइली बोलझै
61e8aaa0ff,जग्गाधनीलाई प्रमाणपत्र वितरण
fc7f509ed1,वेव हिल स्टेसन
d8f157e002,दिन्छ त्यस्ता लेखहरूलाई
e1cb9d86de,बर्को जोस्तो खास्टो
bdf80cbbb1,प्रकाशित गरेका थिए
nep_3614_9637658416,नेकपा एमालेका तर्फबाट उम्मेदवार बनेका स्थापितले मेरो पौरख मेरो गौरव मेरो काठमाडौँका नारा ल्याएका थिए
f1eb583ed5,जनमोर्चा नेपालका लिलामणि
bd71e31dc5,देशको भ्रमण गरे
adf13480e3,मूर्ख राजकुमारहरूलाई
e3adb2aad9,नक्कली मानिस नक्कली जीवन कवीरलाई मन पर्दैन।
f370ee656f,२६ प्रदेशहरू जसलाई
fccff1a9d3,ईश्वरबल्लभ जन्मिएको २ वर्षपछि उनका बाबुलाई पुराण सुनाउँदासुनाउँदै प्रजातन्त्रको कुरा गरेको आरोपमा राणाहरूले झ्यालखानामा हाले।
352a1a20e1,यतिबेला मलाई असल
e27aa25416,गाविस सुनकोशी नदीको
5481d420ac,उनकी आमाले ड्यानी
b9f7109757,सुझाव राख्नुहोला
67ab5db133,पहले नै निकै लामो
d79e147fc3,तयार भएको छ
32107f36fe,तहल्का मच्चाएको थियो
1814637898,गल्ती हो
a5969a3adf,राजेश १ नोभेम्बर
61c37ed0af,अधिकतम गति
343964440b,योगदान दिएका थिए
aa0a05e254,तेस्रो सबैभन्दा
da6bcd7b8f,हिँड्नु पनि भएन
f83fe0698d,दुई वटा ऐनालाई
c6c3e1c719,अर्घ्य दिनुपर्दछ
569ff7d358,लोकप्रिय सजावट हो
e13fcd0e3a,परराष्ट्रमन्त्री सम्म
711a36c4eb,युद्धको समाप्तिदेखि आफ्नो
afb8dcdd32,कोदालोको बिँड बनाउन यसको मुख्य रूपमा प्रयोग हुन्छ।
f6fb9d962d,यहाँको निर्मल वातावरण
f36ba8a4de,उनै नागराजकी रानी
ca1e0ac130,यसको तीनवटा चरण
5ab8ce58cc,पृष्ठमा आफ्नो
ddf7f84505,यसै क्रममा प्रधानमन्त्रीको
e58523f2cd,नेपाल एकीकरणको सिलसिलामा
e10997a95a,यस्ता व्यक्तिले
7f8cb609ef,खबर नै थिएन
c40695b877,यो बाजा मृत्यु
f98cd474a8,जनमुक्ति सेनाका
cdb33107e6,दिव्यधाम देवघाटधामको पारीपट्टि
bb2411bd75,गरेकी तसलीमाले सन्
f18bad2e8b,गाविसको वडा ५
569d920c33,बास्केटबल तथा बेसबलका
ac5d536b0e,लोकतन्त्र र शान्तिका लागि
c01df37857,भारतको राजधानी दिल्लीमा
a13585994f,उपत्यकाबाट पूर्वतिर लागे
906fc6384d,इस्लामको अनुसार मनुष्य
f11ee876d6,वरदानको वरद इच्छापूर्ति
7bdb3959f2,रूपान्तर गर्नु
d65fa5c8cf,भेटिइएको छ
60ace09df6,प्राप्त पुर्ख्यौली सम्पत्ति
b96faaa7ce,रचयिताको उपाधि
4bbfb3fba9,औपचारिक अङ्ग बनाउनुपर्ने
f43d578029,विद्यालयको स्थापना
84e2b671da,पूर्वीय पाश्चात्य साहित्य
0d3f752c33,लिन चाहन्छु मलाई
7bfa155bc8,भाको थियो
nep_3614_4961954363,खेल जसमा फालिएको बल हान्ने र वरिपरि अग्रिम आधारहरूद्वारा रनहरू प्राप्त गर्न पूर्ण टोली हुन्छन्
c1a507dd26,जस्तै चन्द्रमाका अध्ययन
357c47cd40,यो मेरो नेपालीमा लेख्ने पाहिलो प्रयास हो।
bcbd7a5b22,यो स्थानबाट सहरका
2aa495f57c,पनि सकिँदैन
8a6cf3e927,प्रतिबन्धले गर्दा
916fe28526,उनी एक जना
efffc77e7e,अपरिवर्तनशील हुन्छं।
680fb70744,आमाको हत्या गर्न
48bd1fc557,विरोधमा चलाइएको थियो
3b12d1db9f,स्वास्थ्यसम्बन्धी सेवा
5cdb3b02cc,चाँदीको घेरजस्तो उत्तरतिरको
cb1e755bd6,राहुु र शनिका माझमा
ac63b413b9,क्रियाशीलता र पार्टी कार्यमा
cae9c38855,सप्तरी जिल्लाको तिलाठी
91c29fc520,जतिबेला सम्म मैले
89d70997fc,अहिले पनि छ
31940251f4,समस्त ग्रहहरू विद्यमान
f72f4d80a8,यी भिन्नताका साथ
dd3efc63c7,उर्जा प्रदान गर्दछन्
2b9de7bb76,शि‍क्षित छन्
ea67fe9005,गाउँहरूमा बसोवास गर्दछन्
fd12599d96,मलेखु मजुवा पुष्पलाल
05dc3403e3,गाउँ भरिका मान्छेहरू
730ac7d24c,मिसाएर खाँदा
dafac4d119,त्यसपछि थोरै थोरै
eee419939c,पाक्न धेरै समय
fa115c88a7,मौलिक भाषाशैलीलाई सकेसम्म
db58ac4fe5,सहयोग लिनको लागि
f7c84065da,अङ्ग्रेजहरूको अधीन भयो
f477917b67,कामी बुढा रुकुम
bcff357667,उनको पहिलो र सफल
b8770977d4,यस प्रदेशमा औषत
cb61f372ed,धर्महरू आफ्नै
ed5d2d9d27,र यसले आफ्नो प्रथम
ee384657d6,सन् २००० मा
f1465fc54e,श्रीनन्दको चाँचरीमा उल्लेख छ
2fa6303280,ससेजको साथ हो
41b591f6a3,आदिको यो विश्वविद्यालयमा
e7663d26d1,गणेशजी विकिमा सधैं
60ed20d2bf,सम्हालेपछि बिहार धेरै
ef4245dc64,रूपमा उनको पत्नी
nep_3960_9012239455,ब्याट र बलले खेल्ने टीम खेल
d951c5add0,पूर्णिमामा गर्भधारण गरेर
0cfdd4bea2,त्यसका सञ्चालक
ed3b895e9c,यसप्रकारका यस्तो थियो
8cf65cb713,प्रस्तुत गरेको छ
8423b59a0a,जातीयविरोधमा कार्य गर्नेहरूप्रति
d17110c8fe,राज्य पूर्वमा उत्तर
cf8d95e4c7,चाँडो रोक्नुपर्ने गणेशका
527ba82044,निर्माण समयावधिका आधारमा
c9386b26af,मुक्तिरामलाई सम्झना ताजै
f7ba9185a9,भाले माछा
b95cff04a4,ग्लीमा आफ्नो सफल
58b8f844f9,यस कन्काई नदीको
a4d5f20c03,गोरखापत्र नेपाल शेर्पा सङ्घ
ff3ae4a09b,तय गर्नुभएका भट्ट
014c9a0ada,भागहरूमा बाँडिएको छ
24737ea42b,नाम के हो
d7b87cbaad,गरिएको यो भूमि
3b3d9fd9ab,नमुना हुन् भने
6f0bcadcfa,देशमा दर्शकहरूले आनन्द
5f056d2809,थारु समुदायका छोरी
3089ee406f,१९८४ मा १७४ थियो
301678be9a,कति हात थियो
733d58cf19,जनगणनाका अनुसार
ece6387262,सार्की माझी मुसहर
fdba2b7b16,केन्द्र काठमाडौँ अञ्चलहरू
9e62bdf9f8,बहिरङ्ग विभाग
0a6ac47e2d,गरे जस अन्तर्गत
2d1e569161,अन्य भाषाहरूको विकिमा
a8e6993ae6,र बोलचाल गर्ने
06d8ca7d42,साथ धेरै वाण
acd4120d89,सो लगायत अन्य
4ed3e6f142,क्षेत्रीको बाक्लो बसोवास
d44b07e596,आउने गर्छन्
b1f1c5933d,गोवापुरी गोपकापाटन
cd36d47938,गर्नमा गरिन्छ
68a06944d0,खेल खेल्ने क्रममा
ed25cc256e,कोरिया इह्वा उमन्स
92eb2f3103,हिंसा अशुभ कर्म
8121c824ea,६ वर्ष रहे
9db0fbe30a,सुगन्धित हुने गर्दछ
b22f5126d2,गाईले सुनको गोबर
7d3724f657,यो फङ्गस विस्तारै बढेर खुट्टाको कुर्कुच्चामा फैलेर छालालाई च्यात्छ।
47d3f2f30f,श्रेष्ठ सङ्घीय लोकतान्त्रिक
815070c5bb,थियो कोर्नर २६
8fe9a064a1,यसबाट निम्न मुडमा
fd36b2ea42,छन्त्याल जातिले माउरी बाजा पिउरा मादल मुरली खैँजडी आदि बाजा यस जातिले प्रयोग गर्दछन्।
d89ae585cb,उदाहरण पहिलो विराम
a2df431007,हजारीप्रसाद आफ्नो
d67cdfb20e,पहिला पोर्चुगलका यात्रीहरूले
64fe173938,फिर्ता जिते १३ औँ
583e662a5c,र त्यहाँबाट फैलिएको
df49b34a79,नाम बुक गर्छन्
f1084ce473,रोटरी क्लब हो
3f256ec1f7,चलिआएको मेला हो
edda480a79,अमरोहा पुग्न सकिन्छ
f0d4521ea9,कर्मचारी हुन्
5f79a1be61,यिनका वक्ता
a6759385d3,अध्ययन पुरा गरे
bdcc82b412,अमेरिकी नौसेनाले जापानलाई
eb81b63706,भन्ने कुराको
d41cccb60f,शाहरूख खानको चरित्रमा
aef4af71c8,डिजिटल फोर्ट्रेस अमेरिकी
27e2e1e306,बाबर मुहम्मद गौरी
97c597b9c2,बच्चाहरूको लागि फुल
efc47e9aab,तत्कालीन बर्मा सरकारका
bfcc828aea,जीवनका कुराहरूले मूलभूत
1599f36132,मलाई साह्रै खुसी
95bfe975e5,लागि विभाजक हुन्छ
bd3c3660b2,त्यसपछि दाजुभाइको मङ्गलको कामना गर्दै ढोकामा ओखरको तथा यमराजको पूजा गरी कालको बाटो छेक्नुपर्छ।
c90b49c2c1,असफल रह्यो
ef11e867e0,कृपया तपाईँले अपलोड
32af4f2a89,रगतमा लतपत हुँदै
b10cb9c556,उक्त संविधान अन्तरिम
9568512a14,विपक्षी खेलाडीको टाउको
d1bc1d0b60,यस जिल्लाको पश्चिम
b48838064e,यो नाम संस्कृतको
b740c6d2a1,यो नै वीर
6bc21898b3,त्यसमा कमेरोले लेख्थे
5a220bbc03,हराइएका थिचिएका मिचिएका
371b8c2189,हस्ताक्षर देखे पछि
d44dbeb5f2,उक्त ठाउँलाई नेपालीमा
b7d42ca18b,राणाले भारतको बनारसबाट
6b54f23782,आर्टिस्ट्स संस्थाको
6597230363,काव्य पनि हो
8ddcb5c634,भन्दा पहिले प्राप्तकर्ताको
fe82bc0026,कीर्तिपुर नगरपालिका
cc2d44fd0f,बरु त्यही विषयलाई
f6f6c1a967,सिद्ध भएको पीठ
21aef3e9a7,हडप्पा संस्कृतिको कालीबंगा
a80d834716,हो तर के
a80271e54e,ईपू १००५ ले ईसा
77864a7919,सम्बन्धन प्रदान
a380376f3a,मैत्री सम्बन्ध थियो
f3bd475ba3,किमि दक्षिणतर्फ दक्षिणकाली
9afec003e1,र न्यूनतम तापक्रम
e29d494d62,बन्दुक पड्काएर मलामी
7cfbe1610c,नेताका रूपमा जुलिया
9b3c3781e2,२४ अन्य
ef13f7833f,उत्तरपूर्वीय क्षेत्र विकास
c93c485390,विवाद समाधान गर्न
dd4311b937,अन अ र्‍याफ्ट
49fc779b6c,दुई पटक मात्रै
f3891e584f,सिक्नु परे
886f2ab539,बनाएकै दिनमा जान्दै
eeace58884,मिलाएर बिदाको दिन
527ef1fb98,लेख व्हाइट ड्वार्फ
0785a685fd,ईपू ९६२ ईसा
ff4dc5ac50,१९७० सम्म प्रथम
8d8f09b22d,हालमा नयाँ प्रकारको
Voice164,"नारीहरु पीडित ,प्रताडित ,दलित ,दंशित हुनु रहनुमा अशिक्षा ,अवसरको कमी आदी ले भूमिका खेलेको छ् र म पनि मान्छु ।"
85a64d478e,पूजा गर्दा सकारात्मक
c7ec83dd44,तराई क्षेत्रमा विभाजन
6aee8b579e,मान्छेको शरीरमा विभिन्न
ef8fcfeadb,नियोजित छ
513c3f160e,विरतापूर्वक अङ्ग्रेजसँग लडेकाले
ae3f11ebb5,ग्लीमा ब्लेन एन्डरसन
245574fb8a,खगोल विज्ञानी झाङ्ग हेङ्ग
c44d28d86c,व ध्वनिहरू छ
nep_6834_4908524760,इन्टरनेसनल पेपर कम्पनीबाट उत्पादन भएका कागजहरू गुणस्तरका हुन्छन्
630ca6659d,गर्न प्राचीन तथा
4e95a4b5cf,डायना डल जन्म
bc47e20ff5,उच्च हिमाली भाग
e90397b7da,विनम्र अनुरोध छ
1f3f6b6ec3,त्यसैमा खुशी रहु
nep_0546_6297249192,अमेरिकी फिलिम निर्देशक पटकथा लेखक निर्माता नृत्य निर्देशक र सम्पादक
1a039c967c,लाउनु हो
3ce4b87231,जस्लाई सर्जम भनिन्छ
7715b55200,हुन सकेको हो
af05dfd97f,केन्द्रीय सल्लाहकार
dd16188c19,यस आन्दोलनमा
8c875b61bf,तबला एक तालसँग
e0ac2736dc,प्रदान गरिन्छ
ca86f03a4a,खोज्न सकिन्थ्यो
f9e3b43edd,आइसिसि ओडिआइ प्लेयर
b992ef8014,उत्तम भोजन चाहनुहुन्छ
e85523f8aa,वर्णन छ जुन
e515295f70,संस्कार फरक फरक
a13bc66a6d,नखाई बसेको स्थितिलाई
816d72494d,डाँडा दहचोक चन्द्रागिरी
593d609cbf,ठूलो प्रभाव छ
da492d2826,ठेकारा एक किसिमको
nep_0546_3432370397,निर्धारण गर्ने जसले सम्पत्तिको गुणद्वारा सङ्ख्या परिमार्जन गर्छन्
191c6a736e,मानव उपभोगको लागि
ea634223ce,सिमित हुन्छ
72d9ee168d,आएका भारतीयको पनि
733ea766b8,इटाली फ्रान्स स्विट्जरल्याण्ड
e53300f330,धेरै आर्जन गर्ने
872e961d1c,गर्नको लागि उपयुक्त
ca663eb0ea,साङ्गीतिक भूमिका निभाउँथे
d0c3f80bfc,यसमा राजा दुष्यन्त
d894b58e21,ऐतिहासिक कास्कीकोट उपत्यकाका
79d1a74b5c,नयाँ नेपालको मार्गचित्र
c30a4873b9,शकुन्तलाको मिलन अल्पस्थायी
ee075ab9f3,अमेरिकी ओपनमा कुनै
b23c827f45,दासका कानमा खुसुक्क
f574f23080,सिन्धुलीको धार्मिक तथा
d25f158545,मृतात्मा वा परलौकिक
d0b7e9bb4f,मायालु स्वभावले
9ecd9c3b6a,कङ्ग्रेसबाट हात झिके
nep_7957_2420759252,हार्डवेयर जसले कम्प्युटर कार्यक्रमको निर्देशन वहन गर्दछन्
cf44a67c7d,परम भक्त थिए
f4b67660ee,जापान तिब्बत कोरिया
742a7c9d1b,दगल्च्याएर १ लिटर
395b2bcf8d,यो काम भैसकेको
ca948913fd,रूपमा कार्यरत थिए
e6f6faca4b,तपाईँले लेख अर्को
79a4f60a71,शिक्षा प्रमाणपत्र तहसम्मको
e9efb1ca22,यो सर्प नेपालमा
c95b95f2c2,पढ्नका लागि त
fb9db3ab08,ढोरेको जनसङख्या छ
563215f3c4,म सुनिसकेको छु
90dc0d7679,त्यो मुख्य अनुक्रमदेखि
526de265e0,यसैले उहाँलाई
a0c92c5676,अप्रतिम प्रतिभाका धनी
82c32aa54a,राजाले उसलाई फाँसी
566d1a099f,प्रयोगकर्ता पृष्ठ केही
8591212312,आधारमा उनको डेटको
52e493143c,धार्मिक स्थलहरू संस्कार
4a9ee3e73c,वा झोलले घरको
476427efce,चलन चलाएका थिए
dc14b36900,नेपाल प्रकृति संरक्षण
b707a3bf97,नजिक भएका अनि
16037d3974,किशोर नेपाल
af508334b0,स्तरलाई माथि उकास्नका
d36b9a2c6d,यस्तो मुना छिन्
2b86b83f42,आठपल्ट बायरन नेल्सन
22bfdc52a8,करिब आधा घण्टासम्म
4bed9c34cc,अर्थात् शिलाको त्रिशुलअगाडि
ede183ce2c,मनाइने गर्दछ
dcd0ca9277,एक बैङ्क हो
c71c15afb5,पुल तरेपछि तनहुँको
cb5f6267a5,यो इन्टरनेटमा सजिलैसँग
de05e7c96b,सेटहरूमा प्रयुक्त हुन्छ
f7d79b5282,पहाड छैन
daa63d7d41,इटालियन र थिएटर
8f61ad9999,निर्धारण गरिएको हो
261c7b32e9,जो पूर्वमा केही चपटा छ
aa360374b4,व्रत पूजा
f74c159bbc,हुनाले यसलाई गोठाले
f8f94945b0,विचार के छ
c2f1161ab3,चर्चा असम्भव छ
fee2cb637a,यस जिल्लाको कुल
d4f3fa2ab1,टेम्प्लेटहरू पनि
120c257705,छाती सुकाइकन माया
ac850d5e4e,लामो दूरीका उपकरणहरूको
d05b6db528,घोषणा गरेपछि
af9a0cd2fe,यो विषयमा हामी
f54ee2a7cc,यसको पहिलो प्रति २०१७ असोजमा प्रकाशित भएको थियो।
c5b26496f2,प्राचीन चैत्य र पुरानो
03a540b2f2,यस क्षेत्रमा वनभोजका
d5330a79f7,अरूको दाँजोमा धेरै
ac62f15505,दिने गरेको छ
972c8c6f25,इतिहास र संस्कृतिको
d81cb9c3af,स्थापित गर्‍यो
77310ccc8d,ग्रिस हुँदै भारतमा
521b61c9e4,सुत्न बाध्य भएका थिए
e7f0e6e6cd,समचार हाे
89df3f7b74,११ महिना चलेको
97619447dc,बाबा हजुरआमा
nep_0546_6753563278,आजको ब्रिजवाटर अन्तर्राष्ट्रिय कलेज भोलिको मार्गदर्शक जस्तो लाग्छ
92d2503a91,विकास परम्परागत
f95a6cfba4,क शासनबाट मुक्त भएका
1cd7ea02a8,एकदिन मदन शम्सेरको घरतिर घुम्दै थिएँ म त साझा प्रकाशनको अफिस पो पुगेछु।
